business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,RestaurantsReservations,Open24Hours,RestaurantsGoodForGroups,BikeParking,Corkage,DogsAllowed,OutdoorSeating,HappyHour,HasTV,NoiseLevel,DietaryRestrictions,ByAppointmentOnly,Caters,GoodForMeal,BYOBCorkage,RestaurantsCounterService,RestaurantsTableService,WheelchairAccessible,RestaurantsTakeOut,BusinessAcceptsCreditCards,AcceptsInsurance,Ambience,RestaurantsPriceRange2,Alcohol,GoodForDancing,Smoking,BestNights,BusinessAcceptsBitcoin,GoodForKids,RestaurantsDelivery,RestaurantsAttire,DriveThru,BYOB,BusinessParking,CoatCheck,Music,WiFi,AgesAllowed
eXdEJOFH5VdCEsf9LUcmkA,Herbst Market,9475 West Desert Inn Rd,Las Vegas,NV,89117,36.129245375,-115.298877731,2.5,10,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2'}","Grocery, Automotive, Beer, Wine & Spirits, Food, Gas Stations","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,True,,,,,,,,,False,,,,,,True,True,,,2,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,
Wq9yflrKX79xKiY__BvCoQ,Magnolia Ice Cream and Treats,3890 S Maryland Pkwy,Las Vegas,NV,89119,36.118245,-115.135727,4.5,122,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False'}","Ice Cream & Frozen Yogurt, Restaurants, Shaved Ice, Filipino, Desserts, Food","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,,,,True,,,,,,,,False,False,,,,,,False,True,,,1,,,,,,,False,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,'no',
CO5ofU1HQIBf1KWvb5ysLQ,Shake Shack,"905 S Grand Central Pkwy, Ste 1700",Las Vegas,NV,89106,36.162831,-115.159245,4.0,75,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'DriveThru': 'False', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'""}","American (Traditional), Burgers, Ice Cream & Frozen Yogurt, Restaurants, Food, Fast Food","{'Monday': '9:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '9:0-18:0'}",9:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,9:0-18:0,False,,True,True,,,True,,True,'average',,,False,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,False,True,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,u'beer_and_wine',,,,False,True,False,'casual',False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,u'no',
W8Y31HuW9fe9j1SVqeT21Q,Espumoso Cafe,4455 Paradise Rd,Paradise,NV,89169,36.1100828,-115.1538714,3.5,8,0,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Food, Cafes",,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,2,,,,,,,,,,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,
1BtNZszIr8LvtPOhN0X4Mw,Gold Mine Bar & Grill,3950 Koval Ln,Las Vegas,NV,89109,36.1179234185,-115.1607697557,2.5,33,1,"{'Alcohol': ""'full_bar'"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'GoodForKids': 'True', 'HappyHour': 'True', 'WiFi': ""'free'"", 'GoodForDancing': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}""}","American (Traditional), Nightlife, Restaurants, Bars","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-22:0'}",7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-23:0,7:0-23:0,7:0-22:0,False,,True,False,,,True,True,True,,,,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}",,,True,,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,'full_bar',False,,,,True,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",'free',
E35tgfjzj5P5PV_w7Kgu8w,Wildburger,2800 S Rancho Dr,Las Vegas,NV,89102,36.1939353943,-115.1919021606,4.0,16,0,"{'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True'}","Bars, Food, Burgers, Nightlife, American (New), Restaurants","{'Monday': '0:0-12:0', 'Tuesday': '0:0-12:0', 'Wednesday': '0:0-12:0', 'Thursday': '0:0-12:0', 'Friday': '0:0-12:0', 'Saturday': '0:0-12:0', 'Sunday': '0:0-12:0'}",0:0-12:0,0:0-12:0,0:0-12:0,0:0-12:0,0:0-12:0,0:0-12:0,0:0-12:0,False,,True,,,,False,,True,u'average',,,False,,,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",1,u'none',,,,,True,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'no',
lOQPeguczAueJnLmDUTfGg,Bonito Michoacan,3715 S Decatur Blvd,Las Vegas,NV,89103,36.122214,-115.2088779,4.0,752,1,"{'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Corkage': 'False', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-21:0'}",0:0-0:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,9:0-23:0,9:0-21:0,True,,True,True,False,,False,,True,u'average',,,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}",'yes_free',,True,True,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,u'full_bar',,,,,True,False,'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,'free',
5W37Wy6f4kptoHAU0KX7yg,The Coffee Bean & Tea Leaf,McCarran Airport,Las Vegas,NV,89119,36.0809050915,-115.1467652991,3.0,38,1,"{'RestaurantsPriceRange2': '1', 'Caters': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsTakeOut': 'True'}","Food, Coffee & Tea",,,,,,,,,,,,False,,,False,,,,,,False,,,,,,True,True,,,1,,,,,,,,,,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,'no',
NTQXBbCa5Ugj5lNr6E4J5w,Backstage Deli,3900 Las Vegas Blvd S,Las Vegas,NV,89109,36.0949664075,-115.1769688478,4.0,209,1,"{'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}""}","Delis, Restaurants, Sandwiches, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,False,,True,False,,,False,,False,u'average',,,False,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}",,,False,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,'none',,,,,True,False,u'casual',,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,'free',
95TwO5NbFeH7Kz7_OYr1Ig,Triple Play American Grill,7006 W Charleston Blvd,Las Vegas,NV,89117,36.1597806,-115.2517789,4.5,80,0,"{'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'DriveThru': 'False'}","Chicken Wings, Restaurants, Burgers, American (Traditional), Cheesesteaks","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '9:0-20:0'}",11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,9:0-20:0,null,False,,True,True,,False,False,,True,u'average',,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,True,True,True,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",1,u'full_bar',,,,False,True,True,'casual',False,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,u'no',
1ME-zOtZ9HApzJUOpR0-vQ,El Herradero Mexican Restaurant,1725 E Warm Springs Rd,Las Vegas,NV,89119,36.0571445,-115.1286093,4.0,95,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'quiet'"", 'Caters': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True'}","Restaurants, Mexican","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '10:0-18:0'}",9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,10:0-18:0,null,False,,True,True,,,False,,True,u'quiet',,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,True,True,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",1,u'none',,,,,True,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,u'no',
YhCAJ8acd1X7GkCHPhD8Xw,BLT Burger,3400 Las Vegas Blvd S,Las Vegas,NV,89109,36.1202445884,-115.1733899117,3.5,1059,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False'}","Restaurants, Burgers","{'Monday': '11:0-1:30', 'Tuesday': '11:0-1:30', 'Wednesday': '11:0-1:30', 'Thursday': '11:0-1:30', 'Friday': '11:0-3:30', 'Saturday': '11:0-3:30', 'Sunday': '11:0-1:30'}",11:0-1:30,11:0-1:30,11:0-1:30,11:0-1:30,11:0-3:30,11:0-3:30,11:0-1:30,False,,True,False,,,False,,True,u'average',,,False,,,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,u'full_bar',,,,,True,False,u'casual',,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,u'no',
vAuzGR-ufeLu3Y_U5UlO_w,Stick E Rice,2544 E Desert Inn Rd,Las Vegas,NV,89121,36.1308785,-115.1150025,4.0,54,0,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'GoodForKids': 'True', 'Caters': 'True'}","Thai, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,True,,True,,,,False,,False,u'quiet',,,True,,,,,,True,True,,"{'romantic': False, 'intimate': True, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': True}",2,u'none',,,,,True,True,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'no',
cQzFj5GNz8l_VMJJnW4mLw,The Edge of Town,10490 W Cheyenne Ave,Las Vegas,NV,89129,36.218866,-115.3253819,3.5,97,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True'}","American (Traditional), Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,False,,True,True,,,False,,True,'average',,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}",,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,u'full_bar',,,,,True,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'no',
efIjc3pLW3U4KUMLd4pkzA,Las Vegas Pizza & Beer Festival,200 S Green Valley Pkwy,Henderson,NV,89012,36.0191555,-115.0813604,1.0,15,0,,"Festivals, Arts & Entertainment, Food, Beer, Wine & Spirits",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OlWWHMKPSroPqnLd1I5ujg,Denny's,6300 W Charleston,Las Vegas,NV,89102,36.159466,-115.2305792564,2.5,78,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}","American (Traditional), Diners, Restaurants, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,False,,True,True,,,False,,False,u'average',,,False,"{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,,,,True,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,u'none',,,,,True,False,u'casual',,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,u'free',
pCQC79ndhdiaJaQmP6QiYQ,Luciano's,3200 Las Vegas Blvd S,Las Vegas,NV,89109,36.1275236,-115.1715003,4.0,8,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True'}","Restaurants, Italian",,,,,,,,,False,,True,,,,False,,,,,,,,,,,,True,True,,,2,u'none',,,,,True,False,u'casual',,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,
s1ybMu_tkNqBk0H-9hs2EA,Country Fresh Farmers Market,200 S Green Valley Pkwy,Henderson,NV,89012,36.0191555,-115.0813604,4.0,13,1,"{'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Food, Farmers Market",{'Friday': '10:0-16:0'},null,null,null,null,10:0-16:0,null,null,,,,True,,,,,,,,,,,,,,,,False,,,2,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,
If626zg6aRFWmxDD951tlg,Walmart,3041 N Rainbow Blvd,Las Vegas,NV,89108,36.2150828,-115.2445954,2.0,83,1,"{'BusinessAcceptsCreditCards': 'True', 'AcceptsInsurance': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}"", 'Caters': 'False', 'BikeParking': 'True', 'ByAppointmentOnly': 'False'}","Shopping, Drugstores, Discount Store, Mobile Phones, Electronics, Fashion, Grocery, Health & Medical, Food, Department Stores, Pharmacy","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,,,,True,,,,,,,,False,False,,,,,,False,True,True,,1,,,,,,,,,,,"{'valet': False, 'garage': False, 'street': False, 'lot': True, 'validated': False}",,,,
